GeneID_NCBI;Symbol_HGNC;Aliases;GenePanels_Symbol;GenePanel;Column1;;Symbol_HGNC;GenePanels_Symbol;
2067;ERCC1;COFS4|RAD10|UV20;ERCC1;"MR (AR);OMIM (AR);PCS (AR);TUMOR (AR)";;;ERCC1;ERCC1;
2068;ERCC2;COFS2|EM9|TFIIH|TTD|TTD1|XPD;ERCC2;"BLIND (AR);DERM (AR);IMMUUN (AR);MR (AR);OMIM (AR);PCS (AR);TUMOR (AR)";;;ERCC2;ERCC2;
2071;ERCC3;BTF2|GTF2H|RAD25|TFIIH|TTD2|XPB;ERCC3;"DERM (AR);IMMUUN (AR);MELANOOM (AR);MR (AR);OMIM (AR);PCS (AR);TUMOR (AR)";;;ERCC3;ERCC3;
2072;ERCC4;ERCC11|FANCQ|RAD1|XFEPS|XPF;ERCC4;"BMF (AR);DERM (AR);OMIM (AR);PCS (AR);TUMOR (AR)";;;ERCC4;ERCC4;
2073;ERCC5;COFS3|ERCC5-201|ERCM2|UVDR|XPG|XPGC;ERCC5;"AKI (AR);DERM (AR);MR (AR);OMIM (AR);PCS (AR);TUMOR (AR)";;;ERCC5;ERCC5;
2074;ERCC6;ARMD5|CKN2|COFS|COFS1|CSB|CSB-PGBD3|POF11|RAD26|UVSS1;ERCC6;"AKI (AR);DERM (AD,AR);MR (AR);OMIM (AR;AD,AR);PCS (AR);TUMOR (AR)";;;ERCC6;ERCC6;
375748;ERCC6L2;BMFS2|C9orf102|HEBO|RAD26L|SR278;ERCC6L2;"BMF (AR);OMIM (AR);PCS (AR)";;;ERCC6L2;ERCC6L2;
1161;ERCC8;CKN1|CSA|UVSS2;ERCC8;"DERM (AR);MR (AR);OMIM (AR);PCS (AR)";;;ERCC8;ERCC8;
2077;ERF;CHYTS|CRS4|PE-2|PE2;ERF;"CFA (AD);LENGTE (AD);OMIM (AD)";;;ERF;ERF;
2078;ERG;erg-3|p55;ERG;"ANEURYSM (AD);OMIM (AD)";;;ERG;ERG;
57222;ERGIC1;AMC2|AMCN|ERGIC-32|ERGIC32|NET24;ERGIC1;"OMIM (AR);PCS (AR)";;;ERGIC1;ERGIC1;
10613;ERLIN1;C10orf69|Erlin-1|KE04|KEO4|SPFH1|SPG62;ERLIN1;"OMIM (AR);PCS (AR)";;;ERLIN1;ERLIN1;
11160;ERLIN2;C8orf2|Erlin-2|NET32|SPFH2|SPG18;ERLIN2;"BEWEGING (AR);MR (AR);OMIM (AR);PCS (AR)";;;ERLIN2;ERLIN2;
55780;ERMARD;C6orf70|PVNH6|dJ266L20.3;ERMARD;OMIM (AD);;;ERMARD;ERMARD;
157570;ESCO2;2410004I17Rik|EFO2|EFO2p|RBS|hEFO2;ESCO2;"CFA (AR);LENGTE (AR);MR (AR);OMIM (AR);PCS (AR);SCHISIS (AR)";;;ESCO2;ESCO2;
83715;ESPN;DFNB36|LP2654|USH1M;ESPN;"DOOF (AD,AR);OMIM (AD,AR);PCS (AR)";;;ESPN;ESPN;
2099;ESR1;ER|ESR|ESRA|ESTRR|Era|NR3A1;ESR1;"DSD (AR);OMIM (AR);PCS (AR)";;;ESR1;ESR1;
2100;ESR2;ER-BETA|ESR-BETA|ESRB|ESTRB|Erb|NR3A2|ODG8;ESR2;"DSD (AD);OMIM (AD);TUMOR (AD)";;;ESR2;ESR2;
54845;ESRP1;DFNB109|RBM35A|RMB35A;ESRP1;"DOOF (AR);OMIM (AR);PCS (AR)";;;ESRP1;ESRP1;
2103;ESRRB;DFNB35|ERR beta-2|ERR2|ERRb|ERRbeta2|ESRL2|NR3B2;ESRRB;"DOOF (AR);OMIM (AR);PCS (AR)";;;ESRRB;ESRRB;
2108;ETFA;EMA|GA2|MADD;ETFA;"METAB (AR);OMIM (AR);PCS (AR)";;;ETFA;ETFA;
2109;ETFB;FP585|MADD;ETFB;"METAB (AR);MR (AR);OMIM (AR);PCS (AR)";;;ETFB;ETFB;
2110;ETFDH;ETFQO|MADD;ETFDH;"LEVER (AR);METAB (AR);OMIM (AR);OXPHOS (AR);PCS (AR)";;;ETFDH;ETFDH;
23474;ETHE1;HSCO|YF13H12;ETHE1;"BEWEGING (AR);EPI (AR);METAB (AR);MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)";;;ETHE1;ETHE1;
2120;ETV6;TEL|TEL/ABL|THC5;ETV6;"BMF (AD);HEMOS (AD);OMIM (AD);TUMOR (AD)";;;ETV6;ETV6;
2121;EVC;DWF-1|EVC1|EVCL;EVC;"CILIO (AD,AR);DERM (AD,AR);LENGTE (AD,AR);OMIM (AD,AR);PCS (AR)";;;EVC;EVC;
132884;EVC2;LBN|WAD;EVC2;"CILIO (AR);DERM (AR);LENGTE (AD,AR);OMIM (AD,AR);PCS (AR)";;;EVC2;EVC2;
2130;EWSR1;EWS|EWS-FLI1|bK984G1.4;EWSR1;OMIM (UK,AR,AD,XL);;;EWSR1;EWSR1;
54536;EXOC6;EXOC6A|SEC15|SEC15L|SEC15L1|SEC15L3|Sec15p;EXOC6;"IJZER (AD,AR);OMIM (AD,AR)";;;EXOC6;EXOC6;
23233;EXOC6B;SEC15B|SEC15L2|SEMDJL3;EXOC6B;"LENGTE (AR);OMIM (AR);PCS (AR)";;;EXOC6B;EXOC6B;
149371;EXOC8;EXO84|Exo84p|NEDMISB|SEC84;EXOC8;"CILIO (AR);OMIM (AR)";;;EXOC8;EXOC8;
23404;EXOSC2;RRP4|Rrp4p|SHRF|hRrp4p|p7;EXOSC2;"BLIND (AR);DOOF (AR);MR (AR);OMIM (AR);PCS (AR)";;;EXOSC2;EXOSC2;
51010;EXOSC3;CGI-102|PCH1B|RRP40|Rrp40p|bA3J10.7|hRrp-40|p10;EXOSC3;"BEWEGING (AR);EPI (AR);MR (AR);OMIM (AR);PCS (AR)";;;EXOSC3;EXOSC3;
56915;EXOSC5;RRP41B|RRP46|Rrp46p|hRrp46p|p12B;EXOSC5;"BEWEGING (AR);LENGTE (AR);OMIM (AR)";;;EXOSC5;EXOSC5;
11340;EXOSC8;CIP3|EAP2|OIP2|PCH1C|RRP43|Rrp43p|bA421P11.3|p9;EXOSC8;"BEWEGING (AR);HMSN (AR);OMIM (AR);PCS (AR);SPIER (AR)";;;EXOSC8;EXOSC8;
5393;EXOSC9;PCH1D|PM/Scl-75|PMSCL1|RRP45|Rrp45p|p5|p6;EXOSC9;"BEWEGING (AR);HMSN (AR);MR (AR);OMIM (AR);PCS (AR)";;;EXOSC9;EXOSC9;
23086;EXPH5;SLAC2-B|SLAC2B;EXPH5;"DERM (AR);OMIM (AR);PCS (AR)";;;EXPH5;EXPH5;
2131;EXT1;EXT|LGCR|LGS|TRPS2|TTV;EXT1;"LENGTE (AD);METAB (AR);OMIM (AR;AD;AD,AR);TUMOR (AD)";;;EXT1;EXT1;
2132;EXT2;SOTV|SSMS;EXT2;"LENGTE (AD);METAB (AR);OMIM (AD,AR);PCS (AR);TUMOR (AD)";;;EXT2;EXT2;
2137;EXTL3;BOTV|EXTL1L|EXTR1|ISDNA|REGR|RPR;EXTL3;"CILIO (AR);IMMUUN (AR);LENGTE (AR);MR (AR);OMIM (AR);PCS (AR)";;;EXTL3;EXTL3;
2138;EYA1;BOP|BOR|BOS1|OFC1;EYA1;"BLIND (AD);CFA (AD);DOOF (AD);METAB (AD);NIER (AD);OMIM (AD);SCHISIS (AD)";;;EYA1;EYA1;
2070;EYA4;CMD1J|DFNA10;EYA4;"DOOF (AD);OMIM (AD)";;;EYA4;EYA4;
346007;EYS;C6orf178|C6orf179|C6orf180|EGFL10|EGFL11|RP25|SPAM|bA166P24.2|bA307F22.3|bA74E24.1|dJ1018A4.2|dJ22I17.2|dJ303F19.1;EYS;"BLIND (AR);OMIM (AR);PCS (AR)";;;EYS;EYS;
2146;EZH2;ENX-1|ENX1|EZH2b|KMT6|KMT6A|WVS|WVS2;EZH2;"BMF (AD);CFA (AD);LENGTE (AD);MR (AD);OMIM (AD);TUMOR (AD)";;;EZH2;EZH2;
2159;F10;FX|FXA;F10;"HEMOS (AR);OMIM (AR);PCS (AR)";;;F10;F10;
2160;F11;FXI|PTA;F11;"HEMOS (AD,AR);OMIM (AR;UK,AR,AD,XL;AD,AR);PCS (AR)";;;F11;F11;
2161;F12;HAE3|HAEX|HAF;F12;"HEMOS (AR);IMMUUN (AD);OMIM (AD,AR);PCS (AR)";;;F12;F12;
2162;F13A1;F13A;F13A1;"DERM (AD);HEMOS (AD,AR);OMIM (AR;AD,AR);PCS (AR)";;;F13A1;F13A1;
2165;F13B;FXIIIB;F13B;"HEMOS (AR);OMIM (AR);PCS (AR)";;;F13B;F13B;
2147;F2;PT|RPRGL2|THPH1;F2;"HEMOS (AD,AR);OMIM (AD,AR);PCS (AR)";;;F2;F2;
9002;F2RL3;PAR4;F2RL3;"HEMOS (AD);OMIM (AD)";;;F2RL3;F2RL3;
2153;F5;FVL|PCCF|RPRGL1|THPH2;F5;"HEMOS (AD,AR);OMIM (AR;AD,AR);PCS (AR)";;;F5;F5;
2155;F7;SPCA;F7;"HEMOS (AR);OMIM (AR);PCS (AR)";;;F7;F7;
2157;F8;AHF|DXS1253E|F8B|F8C|FVIII|HEMA;F8;"HEMOS (XL);OMIM (XLR)";;;F8;F8;
2158;F9;F9 p22|FIX|HEMB|P19|PTC|THPH8;F9;"HEMOS (XL);OMIM (XLR)";;;F9;F9;
79152;FA2H;FAAH|FAH1|FAXDC1|SCS7|SPG35;FA2H;"BEWEGING (AR);BLIND (AR);EPI (AR);METAB (AR);MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)";;;FA2H;FA2H;
2166;FAAH;FAAH-1|PSAB;FAAH;"HNPD (AD);OMIM (AD)";;;FAAH;FAAH;
91442;FAAP24;C19orf40;FAAP24;"IMMUUN (AR);OMIM (AR)";;;FAAP24;FAAP24;
8772;FADD;GIG3|MORT1;FADD;"IMMUUN (AR);OMIM (AR);PCS (AR)";;;FADD;FADD;
2184;FAH;;FAH;"HART (AR);LEVER (AR);METAB (AR);NIER (AR);OMIM (AR);PCS (AR)";;;FAH;FAH;
63901;FAM111A;GCLEB|KCS2;FAM111A;"LENGTE (AD);OMIM (AD)";;;FAM111A;FAM111A;
374393;FAM111B;CANP|POIKTMP;FAM111B;"DERM (AD);OMIM (AD);SPIER (AD)";;;FAM111B;FAM111B;
84668;FAM126A;DRCTNNB1A|HCC|HLD5|HYCC1;FAM126A;"BEWEGING (AR);HMSN (AR);MR (AR);OMIM (AR);PCS (AR)";;;FAM126A;FAM126A;
317662;FAM149B1;JBTS36|KIAA0974;FAM149B1;"CILIO (AR);MR (AR);OMIM (AR)";;;FAM149B1;FAM149B1;
84140;FAM161A;RP28;FAM161A;"BLIND (AR);OMIM (AR;UK,AR,AD,XL);PCS (AR)";;;FAM161A;FAM161A;
54757;FAM20A;AI1G|AIGFS|FP2747;FAM20A;"CFA (AR);DERM (AR);NIER (AR);OMIM (AR);PCS (AR)";;;FAM20A;FAM20A;
9917;FAM20B;gxk1;FAM20B;"LENGTE (AR);OMIM (AR)";;;FAM20B;FAM20B;
56975;FAM20C;DMP-4|DMP4|G-CK|GEF-CK|RNS;FAM20C;"DERM (AR);LENGTE (AR);MR (AR);OMIM (AR);PCS (AR);SCHISIS (AR)";;;FAM20C;FAM20C;
644815;FAM83G;PAWS1;FAM83G;"DERM (AR);OMIM (AR)";;;FAM83G;FAM83G;
286077;FAM83H;AI3|AI3A;FAM83H;"CFA (AR);DERM (AD);OMIM (AD;AR)";;;FAM83H;FAM83H;
22909;FAN1;KIAA1018|KMIN|MTMR15|hFAN1;FAN1;"NIER (AR);OMIM (AD;AR);PCS (AR);TUMOR (AD)";;;FAN1;FAN1;
2175;FANCA;FA|FA-H|FA1|FAA|FACA|FAH|FANCH;FANCA;"BMF (AR);DERM (AR);OMIM (AR);PCS (AR);TUMOR (AR)";;;FANCA;FANCA;
2187;FANCB;FA2|FAAP90|FAAP95|FAB|FACB;FANCB;"BMF (XL);DERM (AR);OMIM (AR;XL;XLR);PCS (AR);TUMOR (AR)";;;FANCB;FANCB;
2176;FANCC;FA3|FAC|FACC;FANCC;"BMF (AR);DERM (AR);OMIM (AR);PCS (AR);TUMOR (AR)";;;FANCC;FANCC;
2177;FANCD2;FA-D2|FA4|FACD|FAD|FAD2|FANCD;FANCD2;"BMF (AR);DERM (AR);OMIM (AR);PCS (AR);TUMOR (AR)";;;FANCD2;FANCD2;
2178;FANCE;FACE|FAE;FANCE;"BMF (AR);DERM (AR);OMIM (AR);PCS (AR);TUMOR (AR)";;;FANCE;FANCE;
2188;FANCF;FAF;FANCF;"BMF (AR);DERM (AR);OMIM (AR;UK,AR,AD,XL);PCS (AR);TUMOR (AR)";;;FANCF;FANCF;
2189;FANCG;FAG|XRCC9;FANCG;"BMF (AR);DERM (AR);OMIM (AR;UK,AR,AD,XL);PCS (AR);TUMOR (AR)";;;FANCG;FANCG;
55215;FANCI;KIAA1794;FANCI;"BMF (AR);DERM (AR);OMIM (AR);PCS (AR);TUMOR (AR)";;;FANCI;FANCI;
55120;FANCL;FAAP43|PHF9|POG;FANCL;"BMF (AR);DERM (AR);OMIM (AR);PCS (AR);TUMOR (AR)";;;FANCL;FANCL;
57697;FANCM;FAAP250|KIAA1596|POF15|SPGF28;FANCM;"BMF (AR);DERM (AR);OMIM (AR);TUMOR (AR)";;;FANCM;FANCM;
84188;FAR1;MLSTD2|PFCRD|SDR10E1;FAR1;"BEWEGING (AR);LENGTE (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)";;;FAR1;FAR1;
10667;FARS2;COXPD14|FARS1|HSPC320|PheRS|SPG77|mtPheRS;FARS2;"BEWEGING (AR);EPI (AR);MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)";;;FARS2;FARS2;
10056;FARSB;FARSLB|FRSB|HSPC173|NEDBLLA|PheHB|PheRS|RILDBC|RILDBC1;FARSB;"MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)";;;FARSB;FARSB;
355;FAS;ALPS1A|APO-1|APT1|CD95|FAS1|FASTM|TNFRSF6;FAS;"BMF (AD);IMMUUN (AD);OMIM (AD);TUMOR (AD)";;;FAS;FAS;
356;FASLG;ALPS1B|APT1LG1|APTL|CD178|CD95-L|CD95L|FASL|TNFSF6|TNLG1A;FASLG;"BMF (AD);IMMUUN (AD,AR);OMIM (AD;AD,AR);TUMOR (AD)";;;FASLG;FASLG;
22868;FASTKD2;COXPD44|KIAA0971;FASTKD2;"OMIM (AR;UK,AR,AD,XL);OXPHOS (AR);PCS (AR)";;;FASTKD2;FASTKD2;
2195;FAT1;CDHF7|CDHR8|FAT|ME5|hFat1;FAT1;"NIER (AR);OMIM (AR)";;;FAT1;FAT1;
2196;FAT2;CDHF8|CDHR9|HFAT2|MEGF1|SCA45;FAT2;OMIM (AD);;;FAT2;FAT2;
79633;FAT4;CDHF14|CDHR11|FAT-J|FATJ|HKLLS2|NBLA00548|VMLDS2;FAT4;"DERM (AR);IMMUUN (AR);MR (AR);OMIM (AR);PCS (AR)";;;FAT4;FAT4;
2192;FBLN1;FBLN|FIBL1;FBLN1;"LENGTE (AD);OMIM (AD)";;;FBLN1;FBLN1;
10516;FBLN5;ADCL2|ARCL1A|ARMD3|DANCE|EVEC|FIBL-5|HNARMD|UP50;FBLN5;"DERM (AD,AR);HMSN (AD,AR);HNPD (AD);OMIM (AD,AR);PCS (AR)";;;FBLN5;FBLN5;
2200;FBN1;ACMICD|ECTOL1|FBN|GPHYSD2|MASS|MFLS|MFS1|OCTD|SGS|SSKS|WMS|WMS2;FBN1;"ANEURYSM (AD);BLIND (AD);CHD (AD);HART (AD);HEMOS (AD);LENGTE (AD);OMIM (AD)";;;FBN1;FBN1;
2201;FBN2;CCA|DA9|EOMD;FBN2;"AKI (AD);ANEURYSM (AD);HART (AD);LENGTE (AD);OMIM (AD)";;;FBN2;FBN2;
2203;FBP1;FBP;FBP1;"METAB (AR);OMIM (AR);PCS (AR)";;;FBP1;FBP1;
26224;FBXL3;FBL3|FBL3A|FBXL3A|IDDSFAS;FBXL3;"MR (AR);OMIM (AR);PCS (AR)";;;FBXL3;FBXL3;
26235;FBXL4;FBL4|FBL5|MTDPS13;FBXL4;"MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)";;;FBXL4;FBXL4;
80204;FBXO11;FBX11|IDDFBA|PRMT9|UBR6|UG063H01|VIT1;FBXO11;"MR (AD);OMIM (AD)";;;FBXO11;FBXO11;
79791;FBXO31;FBX14|FBXO14|Fbx31|MRT45|pp2386;FBXO31;"MR (AR);OMIM (AR);PCS (AR)";;;FBXO31;FBXO31;
114907;FBXO32;Fbx32|MAFbx;FBXO32;"HART (AD);OMIM (AD)";;;FBXO32;FBXO32;
81545;FBXO38;Fbx38|HMN2D|MOKA|SP329;FBXO38;"HMSN (AD);OMIM (AD)";;;FBXO38;FBXO38;
25793;FBXO7;FBX|FBX07|FBX7|PARK15|PKPS;FBXO7;"BEWEGING (AR);OMIM (AR);PARK (AR);PCS (AR)";;;FBXO7;FBXO7;
6468;FBXW4;DAC|FBW4|FBWD4|SHFM3|SHSF3;FBXW4;"LENGTE (AD);OMIM (AD)";;;FBXW4;FBXW4;
55294;FBXW7;AGO|CDC4|FBW6|FBW7|FBX30|FBXO30|FBXW6|SEL-10|SEL10|hAgo|hCdc4;FBXW7;"OMIM (AD);TUMOR (AD)";;;FBXW7;FBXW7;
2209;FCGR1A;CD64|CD64A|FCRI|IGFR1;FCGR1A;"IMMUUN (AR);OMIM (AR)";;;FCGR1A;FCGR1A;
2212;FCGR2A;CD32|CD32A|CDw32|FCG2|FCGR2|FCGR2A1|FcGR|IGFR2;FCGR2A;"HEMOS (AD);IMMUUN (AD,AR);OMIM (AD;AD,AR)";;;FCGR2A;FCGR2A;
2213;FCGR2B;CD32|CD32B|FCG2|FCGR2|FCGR2C|FcRII-c|IGFR2;FCGR2B;"HEMOS (AD);IMMUUN (AD);OMIM (AD)";;;FCGR2B;FCGR2B;
9103;FCGR2C;CD32|CD32C|CDW32|FCG2|FCRIIC|IGFR2;FCGR2C;"HEMOS (AD);OMIM (AD)";;;FCGR2C;FCGR2C;
2214;FCGR3A;CD16|CD16A|FCG3|FCGR3|FCGRIII|FCR-10|FCRIII|FCRIIIA|IGFR3|IMD20;FCGR3A;"IMMUUN (AR);OMIM (AR);PCS (AR)";;;FCGR3A;FCGR3A;
2215;FCGR3B;CD16|CD16A|CD16b|FCG3|FCGR3|FCGR3A|FCR-10|FCRIII|FCRIIIb;FCGR3B;"IMMUUN (AR);OMIM (AR;UK,AR,AD,XL)";;;FCGR3B;FCGR3B;
23149;FCHO1;IMD76;FCHO1;"IMMUUN (AR);OMIM (AR);SCID (AR)";;;FCHO1;FCHO1;
8547;FCN3;FCNH|HAKA1;FCN3;"IMMUUN (AR);OMIM (AR);PCS (AR)";;;FCN3;FCN3;
197258;FCSK;1110046B12Rik|CDGF2|FUK;FCSK;"METAB (AR);OMIM (AR);PCS (AR)";;;FCSK;FCSK;
260436;FDCSP;C4orf7|FDC-SP;FDCSP;"ANEURYSM (AD);OMIM (AD)";;;FDCSP;FDCSP;
2222;FDFT1;DGPT|ERG9|SQS|SQSD|SS;FDFT1;"METAB (AR);MR (AR);OMIM (AR);PCS (AR)";;;FDFT1;FDFT1;
2224;FDPS;FPPS|FPS|POROK9;FDPS;"DERM (AD);OMIM (AD)";;;FDPS;FDPS;
112812;FDX2;FDX1L|MEOAL;FDX2;"OMIM (AR);OXPHOS (AR);PCS (AR)";;;FDX2;FDX2;
2232;FDXR;ADR|ADXR|ANOA;FDXR;"BLIND (AR);DOOF (AR);OMIM (AR);OXPHOS (AR);PCS (AR)";;;FDXR;FDXR;
2235;FECH;EPP|EPP1|FCE;FECH;"DERM (AD,AR);IJZER (AR);LEVER (AR);METAB (AR);OMIM (AR;AD,AR);PCS (AR)";;;FECH;FECH;
55612;FERMT1;C20orf42|DTGCU2|KIND1|UNC112A|URP1;FERMT1;"DERM (AR);OMIM (AR);PCS (AR)";;;FERMT1;FERMT1;
83706;FERMT3;KIND3|MIG-2|MIG2B|UNC112C|URP2|URP2SF;FERMT3;"HEMOS (AR);IMMUUN (AR);LENGTE (AR);OMIM (AR);PCS (AR)";;;FERMT3;FERMT3;
389549;FEZF1;FEZ|HH22|ZNF312B;FEZF1;"DSD (AR);HH (AR);OMIM (AR);PCS (AR)";;;FEZF1;FEZF1;
2243;FGA;Fib2;FGA;"HEMOS (AD,AR);OMIM (AD,AR);PCS (AR)";;;FGA;FGA;
2244;FGB;HEL-S-78p;FGB;"HEMOS (AD,AR);OMIM (AD,AR);PCS (AR)";;;FGB;FGB;
2245;FGD1;AAS|FGDY|MRXS16|ZFYVE3;FGD1;"CFA (XL);EPI (XL);LENGTE (XLR);MR (XL);OMIM (XLR);SCHISIS (XLR)";;;FGD1;FGD1;
121512;FGD4;CMT4H|FRABP|ZFYVE6;FGD4;"HMSN (AR);OMIM (AR);PCS (AR)";;;FGD4;FGD4;
2255;FGF10;;FGF10;"CFA (AD);DERM (AD);LENGTE (AD);OMIM (AD)";;;FGF10;FGF10;
2257;FGF12;DEE47|EIEE47|FGF12B|FHF1;FGF12;"EPI (AD);HART (AD);MR (AD);OMIM (AD)";;;FGF12;FGF12;
2259;FGF14;FGF-14|FHF-4|FHF4|SCA27;FGF14;"BEWEGING (AD);MR (AD);OMIM (AD)";;;FGF14;FGF14;
8823;FGF16;FGF-16|MF4;FGF16;OMIM (XLR);;;FGF16;FGF16;
8822;FGF17;FGF-13|FGF-17|HH20;FGF17;"DSD (AD);HH (AD);OMIM (AD)";;;FGF17;FGF17;
26281;FGF20;FGF-20|RHDA2;FGF20;"OMIM (AR);PCS (AR)";;;FGF20;FGF20;
8074;FGF23;ADHR|FGFN|HFTC2|HPDR2|HYPF|PHPTC;FGF23;"DERM (AD,AR);LENGTE (AD,AR);NIER (AD);OMIM (AD;AR;AD,AR);PCS (AR)";;;FGF23;FGF23;
2248;FGF3;HBGF-3|INT2;FGF3;"CFA (AR);DERM (AR);DOOF (AR);OMIM (AR);PCS (AR)";;;FGF3;FGF3;
2250;FGF5;HBGF-5|Smag-82|TCMGLY;FGF5;"DERM (AR);OMIM (AR)";;;FGF5;FGF5;
2253;FGF8;AIGF|FGF-8|HBGF-8|HH6|KAL6;FGF8;"CFA (AD);DERM (AD);DSD (AR);HH (AR);LENGTE (AD);OMIM (AD;AR);SCHISIS (AD)";;;FGF8;FGF8;
2254;FGF9;FGF-9|GAF|HBFG-9|HBGF-9|SYNS3;FGF9;"CFA (AD);LENGTE (AD);OMIM (AD)";;;FGF9;FGF9;
2260;FGFR1;BFGFR|CD331|CEK|ECCL|FGFBR|FGFR-1|FLG|FLT-2|FLT2|HBGFR|HH2|HRTFDS|KAL2|N-SAM|OGD|bFGF-R-1;FGFR1;"CFA (AD);DERM (AD);DSD (AD);HH (AD);LENGTE (AD);MR (AD);OMIM (AD);SCHISIS (AD)";;;FGFR1;FGFR1;
2263;FGFR2;BBDS|BEK|BFR-1|CD332|CEK3|CFD1|ECT1|JWS|K-SAM|KGFR|TK14|TK25;FGFR2;"CFA (AD);DERM (AD);DSD (AD);LENGTE (AD);MR (AD);OMIM (AD);SCHISIS (AD)";;;FGFR2;FGFR2;
2261;FGFR3;ACH|CD333|CEK2|HSFGFR3EX|JTK4;FGFR3;"CFA (AD);DERM (AD);DOOF (AD);LENGTE (AD);MR (AD);OMIM (AD,AR)";;;FGFR3;FGFR3;
2266;FGG;;FGG;"HEMOS (AD,AR);OMIM (AR;AD,AR);PCS (AR)";;;FGG;FGG;
2271;FH;FMRD|HLRCC|HsFH|LRCC|MCL|MCUL1;FH;"DERM (AD);LEVER (AR);METAB (AR);MR (AR);OMIM (AR;AD,AR);OXPHOS (AR);PCS (AR);TUMOR (AD,AR)";;;FH;FH;
2273;FHL1;FCMSU|FHL-1|FHL1A|FHL1B|FLH1A|KYOT|RBMX1A|RBMX1B|SLIM|SLIM-1|SLIM1|SLIMMER|XMPMA;FHL1;"HART (XL);OMIM (XL);SPIER (XL)";;;FHL1;FHL1;
2274;FHL2;AAG11|DRAL|FHL-2|SLIM-3|SLIM3;FHL2;"HART (AD);OMIM (AD)";;;FHL2;FHL2;
80206;FHOD3;FHOS2|Formactin2;FHOD3;"HART (AD);OMIM (AD)";;;FHOD3;FHOD3;
9158;FIBP;FGFIBP|FIBP-1|TROFAS;FIBP;"MR (AR);OMIM (AR);PCS (AR)";;;FIBP;FIBP;
9896;FIG4;ALS11|BTOP|CMT4J|KIAA0274|SAC3|YVS|dJ249I4.1;FIG4;"ALS (AD);HMSN (AR);LENGTE (AD,AR);OMIM (AR;AD,AR);PCS (AR)";;;FIG4;FIG4;
344018;FIGLA;BHLHC8|FIGALPHA|POF6;FIGLA;OMIM (AD);;;FIGLA;FIGLA;
55137;FIGN;;FIGN;"MR (AD);OMIM (AD)";;;FIGN;FIGN;
128486;FITM2;C20orf142|Fit2|SIDDIS|dJ881L22.2;FITM2;"DOOF (AR);OMIM (AR);PCS (AR)";;;FITM2;FITM2;
60681;FKBP10;BRKS1|FKBP65|OI11|OI6|PPIASE|hFKBP65;FKBP10;"DERM (AR);LENGTE (AR);OMIM (AR);PCS (AR)";;;FKBP10;FKBP10;
55033;FKBP14;EDSKMH|EDSKSCL2|FKBP22|IPBP12;FKBP14;"DERM (AR);LENGTE (AR);OMIM (AR);PCS (AR);SPIER (AR)";;;FKBP14;FKBP14;
79147;FKRP;FKTR|LGMD2I|LGMDR9|MDC1C|MDDGA5|MDDGB5|MDDGC5;FKRP;"AKI (AR);HART (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR);SPIER (AR)";;;FKRP;FKRP;
2218;FKTN;CMD1X|FCMD|LGMD2M|LGMDR13|MDDGA4|MDDGB4|MDDGC4;FKTN;"HART (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR);SPIER (AR)";;;FKTN;FKTN;
80308;FLAD1;FAD1|FADS|LSMFLAD|PP591;FLAD1;"METAB (AR);OMIM (AR);PCS (AR)";;;FLAD1;FLAD1;
201163;FLCN;BHD|DENND8B|FLCL;FLCN;"DERM (AD);OMIM (AD);TUMOR (AD)";;;FLCN;FLCN;
2312;FLG;ATOD2;FLG;"DERM (AD,AR);OMIM (AD;AD,AR);PCS (AR)";;;FLG;FLG;
388698;FLG2;IFPS|PSS6;FLG2;"DERM (AR);OMIM (AR)";;;FLG2;FLG2;
2313;FLI1;BDPLT21|EWSR2|SIC-1;FLI1;"HEMOS (AD,AR);OMIM (AD,AR)";;;FLI1;FLI1;
2316;FLNA;ABP-280|ABPX|CSBS|CVD1|FGS2|FLN|FLN-A|FLN1|FMD|MNS|NHBP|OPD|OPD1|OPD2|XLVD|XMVD;FLNA;"ANEURYSM (XL);CFA (XL);EPI (XL);HART (XL);HEMOS (XL);LENGTE (XL);LEVER (XLR);MR (XL);OMIM (XL;XLR);SCHISIS (XL)";;;FLNA;FLNA;
2317;FLNB;ABP-278|ABP-280|AOI|FH1|FLN-B|FLN1L|LRS1|SCT|TABP|TAP;FLNB;"CFA (AD);LENGTE (AD,AR);OMIM (AD,AR);PCS (AR);SCHISIS (AD)";;;FLNB;FLNB;
2318;FLNC;ABP-280|ABP280A|ABPA|ABPL|CMH26|FLN2|MFM5|MPD4|RCM5;FLNC;"AKI (AD);HART (AD);OMIM (AD);SPIER (AD)";;;FLNC;FLNC;
23767;FLRT3;HH21;FLRT3;"DSD (AD);HH (AD);OMIM (AD)";;;FLRT3;FLRT3;
2321;FLT1;FLT|FLT-1|VEGFR-1|VEGFR1;FLT1;"ANEURYSM (AD);OMIM (AD)";;;FLT1;FLT1;
