GeneID_NCBI;Symbol_HGNC;Aliases;GenePanels_Symbol;GenePanel;Column1;;Symbol_HGNC;GenePanels_Symbol;
4087;SMAD2;JV18|JV18-1|MADH2|MADR2|hMAD-2|hSMAD2;SMAD2;"ANEURYSM (AD);HART (AD);LENGTE (AD);OMIM (AD)";;;SMAD2;SMAD2;
4088;SMAD3;HSPC193|HsT17436|JV15-2|LDS1C|LDS3|MADH3;SMAD3;"ANEURYSM (AD);DERM (AD);HART (AD);LENGTE (AD);OMIM (AD);SCHISIS (AD)";;;SMAD3;SMAD3;
4089;SMAD4;DPC4|JIP|MADH4|MYHRS;SMAD4;"ANEURYSM (AD);HART (AD);LENGTE (AD);MR (AD);OMIM (AD);SCHISIS (AD);TUMOR (AD)";;;SMAD4;SMAD4;
4091;SMAD6;AOVD2|HsT17432|MADH6|MADH7;SMAD6;"ANEURYSM (AD);CFA (AD);CHD (AD);HART (AD);OMIM (AD)";;;SMAD6;SMAD6;
4093;SMAD9;MADH6|MADH9|PPH2|SMAD8|SMAD8/9|SMAD8A|SMAD8B;SMAD9;"HART (AD);OMIM (AD);TUMOR (AD)";;;SMAD9;SMAD9;
6594;SMARCA1;ISWI|NURF140|SNF2L|SNF2L1|SNF2LB|SNF2LT|SWI|SWI2|hSNF2L;SMARCA1;"MR (XL);OMIM (XL)";;;SMARCA1;SMARCA1;
6595;SMARCA2;BAF190|BRM|NCBRS|SNF2|SNF2L2|SNF2LA|SWI2|Sth1p|hBRM|hSNF2a;SMARCA2;"DERM (AD);EPI (AD);MR (AD);OMIM (AD)";;;SMARCA2;SMARCA2;
6597;SMARCA4;BAF190|BAF190A|BRG1|CSS4|MRD16|RTPS2|SNF2|SNF2-beta|SNF2L4|SNF2LB|SWI2|hSNF2b;SMARCA4;"DERM (AD);LENGTE (AD);MR (AD);OMIM (AD);TUMOR (AD)";;;SMARCA4;SMARCA4;
56916;SMARCAD1;ADERM|BASNS|ETL1|HEL1|HRZ;SMARCAD1;"DERM (AD);OMIM (AD)";;;SMARCAD1;SMARCAD1;
50485;SMARCAL1;HARP|HHARP;SMARCAL1;"DERM (AR);IMMUUN (AR);LENGTE (AR);NIER (AR);OMIM (AR);PCS (AR)";;;SMARCAL1;SMARCAL1;
6598;SMARCB1;BAF47|CSS3|INI1|MRD15|PPP1R144|RDT|RTPS1|SNF5|SNF5L1|SWNTS1|Sfh1p|Snr1|hSNFS;SMARCB1;"DERM (AD);HNPD (AD);LENGTE (AD);MR (AD);OMIM (AD);SHHM (AD);TUMOR (AD)";;;SMARCB1;SMARCB1;
6601;SMARCC2;BAF170|CRACC2|CSS8|Rsc8;SMARCC2;"MR (AD);OMIM (AD)";;;SMARCC2;SMARCC2;
6602;SMARCD1;BAF60A|CRACD1|CSS11|Rsc6p;SMARCD1;"MR (AD);OMIM (AD)";;;SMARCD1;SMARCD1;
6603;SMARCD2;BAF60B|CRACD2|PRO2451|Rsc6p|SGD2;SMARCD2;"IMMUUN (AR);OMIM (AR);PCS (AR)";;;SMARCD2;SMARCD2;
6605;SMARCE1;BAF57|CSS5;SMARCE1;"LENGTE (AD);MR (AD);OMIM (AD);TUMOR (AD)";;;SMARCE1;SMARCE1;
8243;SMC1A;CDLS2|DEE85|DXS423E|EIEE85|SB1.8|SMC1|SMC1L1|SMC1alpha|SMCB;SMC1A;"CFA (XL);EPI (XL);LENGTE (XL);MR (XL);OMIM (XL);SCHISIS (XL)";;;SMC1A;SMC1A;
9126;SMC3;BAM|BMH|CDLS3|CSPG6|HCAP|SMC3L1;SMC3;"CFA (AD);LENGTE (AD);MR (AD);OMIM (AD);SCHISIS (AD)";;;SMC3;SMC3;
23347;SMCHD1;BAMS|FSHD2;SMCHD1;"OMIM (AD);SCHISIS (AD);SPIER (AD)";;;SMCHD1;SMCHD1;
91689;SMDT1;C22orf32|DDDD|EMRE;SMDT1;"BEWEGING (AR);OMIM (AR);SPIER (AR)";;;SMDT1;SMDT1;
56006;SMG9;C19orf61|F17127_1|HBMS;SMG9;"MR (AR);OMIM (AR);PCS (AR)";;;SMG9;SMG9;
6606;SMN1;BCD541|GEMIN1|SMA|SMA1|SMA2|SMA3|SMA4|SMA@|SMN|SMNT|T-BCD541|TDRD16A;SMN1;"AKI (AR);OMIM (AR);PCS (AR)";;;SMN1;SMN1;
6608;SMO;CRJS|FZD11|Gx|PHLS|SMOH;SMO;"CFA (AD);DERM (AD);OMIM (AD;UK,AR,AD,XL)";;;SMO;SMO;
64093;SMOC1;OAS;SMOC1;"BLIND (AR);MR (AR);OMIM (AR);PCS (AR)";;;SMOC1;SMOC1;
64094;SMOC2;DTDP1|MST117|MSTP117|MSTP140|SMAP2|bA270C4A.1|bA37D8.1|dJ421D16.1;SMOC2;"CFA (AR);DERM (AR);OMIM (AR);PCS (AR)";;;SMOC2;SMOC2;
6609;SMPD1;ASM|ASMASE|NPD;SMPD1;"BEWEGING (AR);LEVER (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)";;;SMPD1;SMPD1;
55627;SMPD4;NEDMABA|NEDMEBA|NET13|NSMASE-3|NSMASE3|SKNY;SMPD4;"AKI (AR);EPI (AR);MR (AR);OMIM (AR);PCS (AR)";;;SMPD4;SMPD4;
23676;SMPX;Chisel|Csl|DFN6|DFNX4;SMPX;"DOOF (XL);OMIM (XL)";;;SMPX;SMPX;
6611;SMS;MRSR|SPMSY|SRS|SpS;SMS;"EPI (XL);METAB (XL);MR (XL);OMIM (XLR);SCHISIS (XLR)";;;SMS;SMS;
56950;SMYD2;HSKM-B|KMT3C|ZMYND14;SMYD2;"ANEURYSM (AD);OMIM (AD)";;;SMYD2;SMYD2;
6591;SNAI2;SLUG|SLUGH|SLUGH1|SNAIL2|WS2D;SNAI2;"CFA (AR);DERM (AR);DOOF (AD,AR);OMIM (AD,AR);PCS (AR)";;;SNAI2;SNAI2;
6616;SNAP25;CMS18|RIC-4|RIC4|SEC9|SNAP|SNAP-25|SUP|bA416N4.2|dJ1068F16.2;SNAP25;"EPI (AD);MR (AD);OMIM (AD)";;;SNAP25;SNAP25;
9342;SNAP29;CEDNIK|SNAP-29;SNAP29;"DERM (AR);MR (AR);OMIM (AR);PCS (AR)";;;SNAP29;SNAP29;
6622;SNCA;NACP|PARK1|PARK4|PD1;SNCA;"BEWEGING (AD);OMIM (AD);PARK (AD)";;;SNCA;SNCA;
6620;SNCB;;SNCB;OMIM (AD);;;SNCB;SNCB;
79753;SNIP1;PML1|PMRED;SNIP1;"MR (AR);OMIM (AR);PCS (AR)";;;SNIP1;SNIP1;
677814;SNORA31;ACA31|SNORA31A;SNORA31;"IMMUUN (AD);OMIM (AD)";;;SNORA31;SNORA31;
727676;SNORD118;LCC|U8;SNORD118;"BEWEGING (AR);MR (AR);OMIM (AR);PCS (AR)";;;SNORD118;SNORD118;
23020;SNRNP200;ASCC3L1|BRR2|HELIC2|RP33|U5-200KD;SNRNP200;"BLIND (AD);OMIM (AD)";;;SNRNP200;SNRNP200;
6628;SNRPB;CCMS|COD|SNRPB1|Sm-B/B'|SmB/B'|SmB/SmB'|snRNP-B;SNRPB;"LENGTE (AD);MR (AD);OMIM (AD);SCHISIS (AD)";;;SNRPB;SNRPB;
6635;SNRPE;HYPT11|SME|Sm-E|snRNP-E;SNRPE;"DERM (AD);OMIM (AD)";;;SNRPE;SNRPE;
6638;SNRPN;HCERN3|PWCR|RT-LI|SM-D|SMN|SNRNP-N|SNURF-SNRPN|sm-N;SNRPN;"MR (AD,IMP);OMIM (AD,IMP)";;;SNRPN;SNRPN;
6640;SNTA1;LQT12|SNT1|TACIP1|dJ1187J4.5;SNTA1;"HART (AD);OMIM (AD)";;;SNTA1;SNTA1;
29887;SNX10;OPTB8;SNX10;"DERM (AR);IMMUUN (AR);LENGTE (AR);OMIM (AR);PCS (AR)";;;SNX10;SNX10;
57231;SNX14;RGS-PX2|SCAR20;SNX14;"BEWEGING (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)";;;SNX14;SNX14;
81609;SNX27;MRT1|MY014;SNX27;"MR (AR);OMIM (AR)";;;SNX27;SNX27;
55084;SOBP;JXC1|MRAMS;SOBP;"MR (AR);OMIM (AR);PCS (AR)";;;SOBP;SOBP;
8651;SOCS1;CIS1|CISH1|JAB|SOCS-1|SSI-1|SSI1|TIP-3|TIP3;SOCS1;"IMMUUN (AD);OMIM (AD)";;;SOCS1;SOCS1;
122809;SOCS4;SOCS7;SOCS4;"IMMUUN (AD,AR);OMIM (AD,AR)";;;SOCS4;SOCS4;
6647;SOD1;ALS|ALS1|HEL-S-44|IPOA|SOD|STAHP|hSod1|homodimer;SOD1;"ALS (AD,AR);METAB (AR);OMIM (AR;AD,AR);PCS (AR)";;;SOD1;SOD1;
6648;SOD2;GClnc1|IPO-B|IPOB|MNSOD|MVCD6|Mn-SOD;SOD2;"HART (AR);METAB (AR);OMIM (AR);OXPHOS (AR)";;;SOD2;SOD2;
402381;SOHLH1;C9orf157|NOHLH|ODG5|SPATA27|SPGF32|TEB2|bA100C15.3|bHLHe80;SOHLH1;"DSD (AR);OMIM (AR;AD,AR)";;;SOHLH1;SOHLH1;
6651;SON;BASS1|C21orf50|DBP-5|NREBP|SON3|TOKIMS;SON;"MR (AD);OMIM (AD);SCHISIS (AD)";;;SON;SON;
6652;SORD;HEL-S-95n|RDH|SDH|SORD1|SORDD|XDH;SORD;"HMSN (AR);OMIM (AR)";;;SORD;SORD;
6272;SORT1;Gp95|LDLCQ6|NT3|NTR3;SORT1;"ANEURYSM (AD);OMIM (AD)";;;SORT1;SORT1;
6654;SOS1;GF1|GGF1|GINGF|HGF|NS4|SOS-1;SOS1;"ANEURYSM (AD);BMF (AD);CHD (AD);DERM (AR);HART (AD);HEMOS (AD);LENGTE (AD);MR (AD);OMIM (AD;AR);RAS (AD);TUMOR (AD)";;;SOS1;SOS1;
6655;SOS2;NS9|SOS-2;SOS2;"HEMOS (AD);LENGTE (AD);MR (AD);OMIM (AD);RAS (AD)";;;SOS2;SOS2;
50964;SOST;CDD|DAND6|SOST1|VBCH;SOST;"ANEURYSM (AD);LENGTE (AD,AR);OMIM (AR;AD,AR);PCS (AR)";;;SOST;SOST;
6663;SOX10;DOM|PCWH|WS2E|WS4|WS4C;SOX10;"BEWEGING (AD);CFA (AD);DERM (AD);DOOF (AD);DSD (AD);HH (AD);HMSN (AD);MR (AD);OMIM (AD)";;;SOX10;SOX10;
6664;SOX11;CSS9|MRD27;SOX11;"MR (AD);OMIM (AD)";;;SOX11;SOX11;
64321;SOX17;VUR3;SOX17;"ANEURYSM (AD);NIER (AD);OMIM (AD)";;;SOX17;SOX17;
54345;SOX18;HLTRS|HLTS;SOX18;"DERM (AD,AR);OMIM (AR;AD,AR);PCS (AR)";;;SOX18;SOX18;
6657;SOX2;ANOP3|MCOPS3;SOX2;"BLIND (AD);DERM (AD);DSD (AD);HH (AD);LENGTE (AD);MR (AD);OMIM (AD)";;;SOX2;SOX2;
6658;SOX3;GHDX|MRGH|PHP|PHPX|SOXB;SOX3;"DSD (XL);LENGTE (XL);MR (XL);OMIM (XL)";;;SOX3;SOX3;
6659;SOX4;CSS10|EVI16;SOX4;"MR (AD);OMIM (AD)";;;SOX4;SOX4;
6660;SOX5;L-SOX5|L-SOX5B|L-SOX5F|LAMSHF;SOX5;"BLIND (AD);MR (AD);OMIM (AD)";;;SOX5;SOX5;
55553;SOX6;HSSOX6|SOXD|TOLCAS;SOX6;"CFA (AD);MR (AD);OMIM (AD)";;;SOX6;SOX6;
6662;SOX9;CMD1|CMPD1|SRA1|SRXX2|SRXY10;SOX9;"CFA (AD);DSD (AD);LENGTE (AD);OMIM (AD);SCHISIS (AD)";;;SOX9;SOX9;
3431;SP110;IFI41|IFI75|IPR1|VODI;SP110;"IMMUUN (AR);OMIM (AR);PCS (AR)";;;SP110;SP110;
121340;SP7;OI11|OI12|OSX|osterix;SP7;"DERM (AR);LENGTE (AR);OMIM (AR);PCS (AR)";;;SP7;SP7;
6674;SPAG1;CILD28|CT140|DNAAF13|HEL-S-268|HSD-3.8|SP75|TPIS;SPAG1;"CILIO (AR);OMIM (AR);PCS (AR)";;;SPAG1;SPAG1;
6678;SPARC;BM-40|OI17|ON|ONT;SPARC;"LENGTE (AR);OMIM (AR);PCS (AR)";;;SPARC;SPARC;
23111;SPART;SPG20|TAHCCP1;SPART;"BEWEGING (AR);MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)";;;SPART;SPART;
6683;SPAST;ADPSP|FSP2|SPG4;SPAST;"BEWEGING (AD);MR (AD);OMIM (AD)";;;SPAST;SPAST;
83893;SPATA16;NYD-SP12|SPGF6;SPATA16;OMIM (AR);;;SPATA16;SPATA16;
166378;SPATA5;AFG2|EHLMRS|SPAF;SPATA5;"DOOF (AR);EPI (AR);MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)";;;SPATA5;SPATA5;
55812;SPATA7;HEL-S-296|HSD-3.1|HSD3|LCA3;SPATA7;"BLIND (AR);CILIO (AR);OMIM (AR;UK,AR,AD,XL);PCS (AR)";;;SPATA7;SPATA7;
23384;SPECC1L;CYTSA|GBBB2|OBLFC1|TBHS;SPECC1L;"CFA (AD);LENGTE (AD);MR (AD);OMIM (AD);SCHISIS (AD)";;;SPECC1L;SPECC1L;
10290;SPEG;APEG-1|APEG1|BPEG|CNM5|MYLK6|SPEGalpha|SPEGbeta;SPEG;"OMIM (AR);PCS (AR);SPIER (AR)";;;SPEG;SPEG;
80208;SPG11;ALS5|CMT2X|KIAA1840;SPG11;"ALS (AR);BEWEGING (AR);HMSN (AR);MR (AR);OMIM (AR);PCS (AR)";;;SPG11;SPG11;
51324;SPG21;ABHD21|ACP33|BM-019|GL010|MAST;SPG21;"BEWEGING (AR);OMIM (AR);PCS (AR)";;;SPG21;SPG21;
6687;SPG7;CAR|CMAR|PGN|SPG5C;SPG7;"BEWEGING (AR);OMIM (AD,AR);OXPHOS (AR);PCS (AR)";;;SPG7;SPG7;
6690;SPINK1;PCTT|PSTI|Spink3|TATI|TCP;SPINK1;"OMIM (AD,AR);TUMOR (AD)";;;SPINK1;SPINK1;
6691;SPINK2;HUSI-II|SPGF29;SPINK2;OMIM (AR);;;SPINK2;SPINK2;
11005;SPINK5;LEKTI|LETKI|NETS|NS|VAKTI;SPINK5;"DERM (AR);IMMUUN (AR);LENGTE (AR);OMIM (AR);PCS (AR)";;;SPINK5;SPINK5;
10653;SPINT2;DIAR3|HAI-2|HAI2|Kop|PB;SPINT2;"DERM (AD);OMIM (AR;AD);PCS (AR)";;;SPINT2;SPINT2;
124976;SPNS2;DFNB115|SLC62A2|SLC63A2;SPNS2;"DOOF (AR);OMIM (AR);PCS (AR)";;;SPNS2;SPNS2;
6695;SPOCK1;SPOCK|TESTICAN|TIC1;SPOCK1;"MR (AD);OMIM (AD)";;;SPOCK1;SPOCK1;
8405;SPOP;BTBD32|NEDMACE|NEDMIDF|NSDVS1|NSDVS2|TEF2;SPOP;"MR (AD);OMIM (AD)";;;SPOP;SPOP;
6694;SPP2;SPP-24|SPP24;SPP2;"BLIND (AD);OMIM (AD)";;;SPP2;SPP2;
84888;SPPL2A;IMP3|PSL2;SPPL2A;"IMMUUN (AR);OMIM (AR)";;;SPPL2A;SPPL2A;
6697;SPR;SDR38C1;SPR;"BEWEGING (AR);LENGTE (AD,AR);METAB (AR);MR (AR);OMIM (AR;UK,AR,AD,XL;AD,AR);PCS (AR)";;;SPR;SPR;
161742;SPRED1;LGSS|NFLS|PPP1R147|hSpred1|spred-1;SPRED1;"DERM (AD);LENGTE (AD);MR (AD);OMIM (AD);RAS (AD);TUMOR (AD)";;;SPRED1;SPRED1;
83932;SPRTN;C1orf124|DVC1|PRO4323|spartan;SPRTN;"OMIM (AR);PCS (AR)";;;SPRTN;SPRTN;
81848;SPRY4;HH17;SPRY4;"DERM (AD);DSD (AD);HH (AD);OMIM (AD)";;;SPRY4;SPRY4;
6708;SPTA1;EL2|HPP|HS3|SPH3|SPTA;SPTA1;"OMIM (AR;AD,AR);PCS (AR)";;;SPTA1;SPTA1;
6709;SPTAN1;DEE5|EIEE5|NEAS|SPTA2;SPTAN1;"EPI (AD);HMSN (AD);MR (AD);OMIM (AD)";;;SPTAN1;SPTAN1;
6710;SPTB;EL3|HS2|HSPTB1|SPH2;SPTB;"OMIM (AD;AR);PCS (AR)";;;SPTB;SPTB;
6712;SPTBN2;GTRAP41|SCA5|SCAR14;SPTBN2;"BEWEGING (AD);MR (AR);OMIM (AR;AD,AR);PCS (AR)";;;SPTBN2;SPTBN2;
57731;SPTBN4;CMND|NEDHND|QV|SPNB4|SPTBN3;SPTBN4;"HMSN (AR);MR (AR);OMIM (AR);PCS (AR)";;;SPTBN4;SPTBN4;
10558;SPTLC1;HSAN1|HSN1|LBC1|LCB1|SPT1|SPTI;SPTLC1;"HMSN (AD);HNPD (AD);METAB (AD);OMIM (AD)";;;SPTLC1;SPTLC1;
9517;SPTLC2;HSN1C|LCB2|LCB2A|NSAN1C|SPT2|hLCB2a;SPTLC2;"HMSN (AD);HNPD (AD);METAB (AD);OMIM (AD)";;;SPTLC2;SPTLC2;
55304;SPTLC3;C20orf38|LCB 3|LCB2B|LCB3|SPT 3|SPT3|SPTLC2L|dJ718P11|dJ718P11.1|hLCB2b;SPTLC3;"HMSN (UK,AR,AD,XL);OMIM (UK,AR,AD,XL)";;;SPTLC3;SPTLC3;
58472;SQOR;CGI-44|PRO1975|SQR|SQRDL;SQOR;"METAB (AR);OMIM (AR);OXPHOS (AR)";;;SQOR;SQOR;
8878;SQSTM1;A170|DMRV|FTDALS3|NADGP|OSIL|PDB3|ZIP3|p60|p62|p62B;SQSTM1;"ALS (AD);OMIM (AD,AR);OXPHOS (AR);PCS (AR);TUMOR (AD)";;;SQSTM1;SQSTM1;
6714;SRC;ASV|SRC1|THC6|c-SRC|p60-Src;SRC;"HEMOS (AD);OMIM (AD)";;;SRC;SRC;
10847;SRCAP;DOMO1|EAF1|FLHS|SWR1;SRCAP;"DSD (AD);LENGTE (AD);MR (AD);OMIM (AD)";;;SRCAP;SRCAP;
6716;SRD5A2;;SRD5A2;"DSD (AR);METAB (AR);OMIM (AR);PCS (AR)";;;SRD5A2;SRD5A2;
79644;SRD5A3;CDG1P|CDG1Q|KRIZI|SRD5A2L|SRD5A2L1;SRD5A3;"DERM (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)";;;SRD5A3;SRD5A3;
6722;SRF;MCM1;SRF;"ANEURYSM (AD);OMIM (AD)";;;SRF;SRF;
6717;SRI;CP-22|CP22|SCN|V19;SRI;"HART (AD);OMIM (AD)";;;SRI;SRI;
6729;SRP54;SCN8;SRP54;"BMF (AD);IMMUUN (AD);LENGTE (AD);OMIM (AD)";;;SRP54;SRP54;
6731;SRP72;BMFF|BMFS1|HEL103;SRP72;"BMF (AD);IMMUUN (AD);OMIM (AD)";;;SRP72;SRP72;
26576;SRPK3;MSSK-1|MSSK1|STK23;SRPK3;"OMIM (AR);SPIER (AR)";;;SRPK3;SRPK3;
27286;SRPX2;BPP|CBPS|PMGX|RESDX|SRPUL;SRPX2;"MR (XL);OMIM (XL;UK,AR,AD,XL)";;;SRPX2;SRPX2;
6736;SRY;SRXX1|SRXY1|TDF|TDY;SRY;"DSD (XL);OMIM (XL;UK,AR,AD,XL)";;;SRY;SRY;
6742;SSBP1;Mt-SSB|OPA13|SOSS-B1|SSBP|mtSSB;SSBP1;"BLIND (AD);OMIM (AD);OXPHOS (AD)";;;SSBP1;SSBP1;
6748;SSR4;CDG1Y|TRAPD;SSR4;"METAB (AR);MR (XL);OMIM (AR;XLR)";;;SSR4;SSR4;
6755;SSTR5;SS-5-R;SSTR5;OMIM (UK,AR,AD,XL);;;SSTR5;SSTR5;
6756;SSX1;CT5.1|SSRC;SSX1;OMIM (UK,AR,AD,XL);;;SSX1;SSX1;
6757;SSX2;CT5.2|CT5.2A|HD21|HOM-MEL-40|SSX;SSX2;OMIM (UK,AR,AD,XL);;;SSX2;SSX2;
6768;ST14;ARCI11|CAP3|HAI|MT-SP1|MTSP1|PRSS14|SNC19|TADG15|TMPRSS14;ST14;"DERM (AR);OMIM (AR);PCS (AR)";;;ST14;ST14;
6487;ST3GAL3;DEE15|EIEE15|MRT12|SIAT6|ST3GALII|ST3Gal III|ST3GalIII|ST3N;ST3GAL3;"EPI (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)";;;ST3GAL3;ST3GAL3;
8869;ST3GAL5;SATI|SIAT9|SIATGM3S|SPDRS|ST3Gal V|ST3GalV;ST3GAL5;"DERM (AR);EPI (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)";;;ST3GAL5;ST3GAL5;
55576;STAB2;FEEL2|FELE-2|FELL2|FEX2|HARE|SCARH1;STAB2;"HEMOS (AD);OMIM (AD)";;;STAB2;STAB2;
246329;STAC3;MYPBB|NAM;STAC3;"AKI (AR);OMIM (AR);OXPHOS (AR);PCS (AR);SCHISIS (AR)";;;STAC3;STAC3;
10274;STAG1;MRD47|SA1|SCC3A;STAG1;"MR (AD);OMIM (AD)";;;STAG1;STAG1;
10735;STAG2;HPE13|MKMS|NEDXCF|SA-2|SA2|SCC3B|bA517O1.1;STAG2;"MR (XL);OMIM (XL)";;;STAG2;STAG2;
10734;STAG3;;STAG3;"DSD (AR);OMIM (AR)";;;STAG3;STAG3;
10617;STAMBP;AMSH|MICCAP;STAMBP;"DERM (AR);MR (AR);OMIM (AR);PCS (AR);SCHISIS (AR)";;;STAMBP;STAMBP;
6770;STAR;STARD1;STAR;"DSD (AR);METAB (AR);OMIM (AR);PCS (AR)";;;STAR;STAR;
90627;STARD13;ARHGAP37|DLC2|GT650|LINC00464;STARD13;"ANEURYSM (AD);OMIM (AD)";;;STARD13;STARD13;
56910;STARD7;FAME2|GTT1;STARD7;OMIM (AD);;;STARD7;STARD7;
6772;STAT1;CANDF7|IMD31A|IMD31B|IMD31C|ISGF-3|STAT91;STAT1;"IMMUUN (AD,AR);OMIM (AR;AD,AR);PCS (AR)";;;STAT1;STAT1;
6773;STAT2;IMD44|ISGF-3|P113|PTORCH3|STAT113;STAT2;"IMMUUN (AR);OMIM (AR);OXPHOS (AR);PCS (AR)";;;STAT2;STAT2;
6774;STAT3;ADMIO|ADMIO1|APRF|HIES;STAT3;"DERM (AD);IMMUUN (AD);LENGTE (AD);OMIM (AD)";;;STAT3;STAT3;
6775;STAT4;SLEB11;STAT4;"IMMUUN (AD);OMIM (AD)";;;STAT4;STAT4;
6777;STAT5B;GHISID2|STAT5;STAT5B;"DERM (AR);IMMUUN (AD,AR);LENGTE (AD,AR);OMIM (AR;AD,AR;UK,AR,AD,XL);PCS (AR)";;;STAT5B;STAT5B;
6778;STAT6;D12S1644|IL-4-STAT|STAT6B|STAT6C;STAT6;"IMMUUN (AD);OMIM (AD)";;;STAT6;STAT6;
55240;STEAP3;AHMIO2|STMP3|TSAP6|dudlin-2|dudulin-2|pHyde;STEAP3;"IJZER (AD,AR);OMIM (AD;AD,AR)";;;STEAP3;STEAP3;
63932;STEEP1;CXorf56|MRX107;CXorf56;"MR (XL);OMIM (XL)";;;STEEP1;CXorf56;NUUP!
6491;STIL;MCPH7|SIL;STIL;"MR (AR);OMIM (AR);PCS (AR)";;;STIL;STIL;
6786;STIM1;D11S4896E|GOK|IMD10|STRMK|TAM|TAM1;STIM1;"BMF (AD,AR);DERM (AR);HEMOS (AD);IMMUUN (AR);OMIM (AD,AR);PCS (AR);SPIER (AD)";;;STIM1;STIM1;
340061;STING1;ERIS|MITA|MPYS|NET23|SAVI|STING|STING-beta|TMEM173|hMITA|hSTING;STING1;"DERM (AD);IMMUUN (AD);OMIM (AD)";;;STING1;STING1;
6794;STK11;LKB1|PJS|hLKB1;STK11;"BRSTKNK (AD);DERM (AD);OMIM (AD);TUMOR (AD)";;;STK11;STK11;
27148;STK36;FU;STK36;"CILIO (AR);OMIM (AR)";;;STK36;STK36;
6789;STK4;KRS2|MST1|YSK3;STK4;"IMMUUN (AR);OMIM (AR;UK,AR,AD,XL);PCS (AR);SCID (AR)";;;STK4;STK4;
79991;STN1;AAF-44|AAF44|OBFC1|RPA-32|bA541N10.2;STN1;"BMF (AR);LEVER (AR);OMIM (AR);PCS (AR)";;;STN1;STN1;
219736;STOX1;C10orf24;STOX1;OMIM (UK,AR,AD,XL);;;STOX1;STOX1;
64220;STRA6;MCOPCB8|MCOPS9|PP14296;STRA6;"BLIND (AR);MR (AR);NIER (AR);OMIM (AR);PCS (AR)";;;STRA6;STRA6;
92335;STRADA;LYK5|NY-BR-96|PMSE|STRAD|STRAD alpha|Stlk;STRADA;"MR (AR);OMIM (AR);PCS (AR)";;;STRADA;STRADA;
161497;STRC;DFNB16;STRC;"DOOF (AR);OMIM (AR);PCS (AR)";;;STRC;STRC;
412;STS;ARSC|ARSC1|ASC|ES|SSDD|XLI;STS;"DERM (XL);METAB (XL);OMIM (XL;XLR)";;;STS;STS;
3703;STT3A;ITM1|STT3-A|TMC;STT3A;"METAB (AR);MR (AR);OMIM (AR);PCS (AR)";;;STT3A;STT3A;
201595;STT3B;CDG1X|SIMP|STT3-B;STT3B;"METAB (AR);MR (AR);OMIM (AR);PCS (AR)";;;STT3B;STT3B;
10273;STUB1;CHIP|HSPABP2|NY-CO-7|SCA48|SCAR16|SDCCAG7|UBOX1;STUB1;"BEWEGING (AR);OMIM (AR;AD,AR);PCS (AR)";;;STUB1;STUB1;
8676;STX11;FHL4|HLH4|HPLH4;STX11;"IMMUUN (AR);OMIM (AR);PCS (AR)";;;STX11;STX11;
8675;STX16;SYN16;STX16;"NIER (AD);OMIM (AD)";;;STX16;STX16;
112755;STX1B;GEFSP9|STX1B1|STX1B2;STX1B;"EPI (AD);MR (AD);OMIM (AD)";;;STX1B;STX1B;
6811;STX5;SED5|STX5A;STX5;"METAB (AR);OMIM (AR)";;;STX5;STX5;
6812;STXBP1;DEE4|MUNC18-1|N-Sec1|NSEC1|P67|RBSEC1|UNC18|unc-18A|unc18-1;STXBP1;"EPI (AD);MR (AD);OMIM (AD);OXPHOS (AD)";;;STXBP1;STXBP1;
6813;STXBP2;FHL5|Hunc18b|MUNC18-2|UNC18-2|UNC18B|pp10122;STXBP2;"HEMOS (AD,AR);IMMUUN (AR);OMIM (AR;AD,AR;UK,AR,AD,XL);PCS (AR)";;;STXBP2;STXBP2;
8803;SUCLA2;A-BETA|A-SCS|LINC00444|MTDPS5|SCS-betaA;SUCLA2;"DOOF (AR);METAB (AR);MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)";;;SUCLA2;SUCLA2;
8802;SUCLG1;GALPHA|MTDPS9|SUCLA1;SUCLG1;"METAB (AR);MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)";;;SUCLG1;SUCLG1;
8801;SUCLG2;G-SCS|GBETA|GTPSCS;SUCLG2;"METAB (AR);OMIM (AR);OXPHOS (AR)";;;SUCLG2;SUCLG2;
51684;SUFU;JBTS32|PRO1280|SUFUH|SUFUXL;SUFU;"DERM (AD);OMIM (AR;UK,AR,AD,XL);PCS (AR);SHHM (AD);TUMOR (AD)";;;SUFU;SUFU;
79783;SUGCT;C7orf10|DERP13|GA3|ORF19;SUGCT;"METAB (AR);OMIM (AR)";;;SUGCT;SUGCT;
23213;SULF1;SULF-1;SULF1;"LENGTE (AD);OMIM (AD)";;;SULF1;SULF1;
6820;SULT2B1;ARCI14|HSST2;SULT2B1;"DERM (AR);OMIM (AR);PCS (AR)";;;SULT2B1;SULT2B1;
285362;SUMF1;AAPA3037|FGE|UNQ3037;SUMF1;"BEWEGING (AR);DERM (AR);LENGTE (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)";;;SUMF1;SUMF1;
